,gloss,video_id,frames_num
3029,word,63763,84
3030,word,63753,32
3031,word,63754,36
3032,word,63755,85
3033,word,63756,65
3034,afternoon,01442,78
3035,afternoon,65031,59
3036,afternoon,01433,70
3037,afternoon,01434,88
3038,afternoon,01435,62
3039,afternoon,01436,130
3040,afternoon,01438,37
3041,age,65034,54
3042,age,01485,72
3043,age,01495,75
3044,age,01486,37
3045,age,01487,88
3046,age,01489,50
3047,age,01490,32
3048,alone,02109,47
3049,alone,02110,46
3050,alone,65057,45
3051,alone,02112,108
3052,alone,02103,76
3053,alone,02104,56
3054,alone,02105,51
3055,alone,02106,118
3056,alone,02108,50
3057,appointment,03062,42
3058,appointment,03063,93
3059,appointment,65087,46
3060,appointment,03055,185
3061,appointment,03056,114
3062,appointment,03057,96
3063,appointment,03058,56
3064,appointment,03059,101
3065,appointment,03060,123
3066,appointment,03061,48
3067,australia,04186,69
3068,australia,04187,45
3069,australia,04188,43
3070,australia,04189,31
3071,australia,04190,117
3072,australia,65111,58
3073,australia,04193,34
3074,australia,04198,83
3075,australia,04184,65
3076,avoid,04352,89
3077,avoid,65114,50
3078,avoid,04343,85
3079,avoid,04344,34
3080,avoid,04345,115
3081,avoid,04347,34
3082,avoid,04348,38
3083,balloon,04873,32
3084,balloon,04875,103
3085,balloon,65132,46
3086,balloon,65133,50
3087,balloon,04867,97
3088,balloon,04868,51
3089,balloon,04869,51
3090,balloon,04870,113
3091,balloon,04872,35
3092,basement,65142,68
3093,basement,05204,95
3094,basement,05194,71
3095,basement,05195,43
3096,basement,05196,138
3097,basement,05198,57
3098,bear,69226,90
3099,bear,65155,58
3100,bear,05486,73
3101,bear,05487,112
3102,bear,05489,121
3103,bear,05484,79
3104,bear,05498,102
3105,believe,65171,59
3106,believe,65170,75
3107,believe,05853,64
3108,believe,05854,35
3109,believe,05855,33
3110,believe,05856,99
3111,believe,05858,56
3112,better,06075,103
3113,better,65179,56
3114,better,06066,99
3115,better,06067,94
3116,better,06069,48
3117,blind,06658,92
3118,blind,65209,56
3119,blind,06649,68
3120,blind,06650,75
3121,blind,06651,37
3122,blind,06652,114
3123,blind,06654,16
3124,blind,06655,28
3125,bored,65229,57
3126,bored,07196,48
3127,bored,07197,46
3128,bored,07198,29
3129,bored,07191,35
3130,bored,07203,93
3131,bored,07192,74
3132,bowl,65240,66
3133,bowl,07371,90
3134,bowl,07382,95
3135,bowl,07372,39
3136,bowl,07373,102
3137,bowl,07375,55
3138,box,69244,88
3139,box,07424,105
3140,box,65244,59
3141,box,07417,91
3142,box,07418,95
3143,box,07420,51
3144,box,07421,46
3145,bracelet,65247,44
3146,bracelet,07479,105
3147,bracelet,07470,86
3148,bracelet,07471,90
3149,bracelet,07472,37
3150,bracelet,07473,116
3151,bracelet,07475,51
3152,bread,07604,86
3153,bread,07595,107
3154,bread,07596,72
3155,bread,07597,38
3156,bread,07598,102
3157,bread,07600,50
3158,bread,07601,31
3159,cafeteria,08595,84
3160,cafeteria,65284,51
3161,cafeteria,08587,85
3162,cafeteria,08588,80
3163,cafeteria,08589,33
3164,cafeteria,08590,81
3165,cafeteria,08592,44
3166,cafeteria,08593,66
3167,car,69258,74
3168,car,09234,63
3169,car,09237,40
3170,car,09238,115
3171,car,09244,57
3172,car,09249,85
3173,car,09235,87
3174,chicken,10400,64
3175,chicken,10405,65
3176,chicken,65349,90
3177,chicken,10397,63
3178,chicken,10412,88
3179,child,10450,33
3180,child,65351,57
3181,child,10443,70
3182,child,10453,114
3183,child,10444,33
3184,child,10445,41
3185,child,10446,30
3186,child,10447,92
3187,child,10449,62
3188,choose,10631,51
3189,choose,10632,43
3190,choose,10634,44
3191,choose,10635,33
3192,choose,10636,33
3193,choose,10637,53
3194,choose,10641,89
3195,choose,10625,69
3196,church,10777,91
3197,church,10769,52
3198,church,10770,72
3199,church,10771,39
3200,church,10772,101
3201,church,10774,38
3202,cookie,69280,81
3203,cookie,13179,57
3204,cookie,13172,97
3205,cookie,13182,86
3206,cookie,13173,80
3207,cookie,13174,35
3208,cookie,13175,75
3209,cookie,13177,79
3210,cup,14287,107
3211,cup,14298,82
3212,cup,14288,40
3213,cup,14289,71
3214,cup,14291,51
3215,cup,14292,36
3216,cut,14466,90
3217,cut,14485,84
3218,cut,14467,22
3219,cut,14477,89
3220,cut,14478,72
3221,cut,14479,48
3222,cut,14481,40
3223,cut,14482,72
3224,decorate,15099,45
3225,decorate,15100,51
3226,decorate,15101,48
3227,decorate,65451,73
3228,decorate,15103,95
3229,decorate,15093,100
3230,decorate,15094,72
3231,decorate,15095,38
3232,decorate,15096,94
3233,deep,15166,86
3234,deep,65453,76
3235,deep,15157,113
3236,deep,15158,38
3237,deep,15159,38
3238,deep,15160,97
3239,deep,15162,51
3240,deep,15163,29
3241,deer,69292,91
3242,deer,15180,95
3243,deer,15171,195
3244,deer,15172,53
3245,deer,15173,79
3246,deer,15176,50
3247,deer,15177,45
3248,dentist,15534,32
3249,dentist,65460,81
3250,dentist,15537,102
3251,dentist,15528,71
3252,dentist,15529,81
3253,dentist,15530,95
3254,dentist,15531,74
3255,dentist,15533,33
3256,dirty,69296,92
3257,dirty,16411,86
3258,dirty,16412,86
3259,dirty,65485,45
3260,dirty,16404,85
3261,dirty,16405,70
3262,dirty,16406,81
3263,dirty,16407,68
3264,dirty,16409,52
3265,dive,16897,69
3266,dive,65495,90
3267,dive,16899,110
3268,dive,16890,99
3269,dive,16891,29
3270,dive,16892,33
3271,dive,16893,35
3272,dive,16894,39
3273,dive,16895,73
3274,down,69301,65
3275,down,17436,106
3276,down,65526,50
3277,down,17428,55
3278,down,17429,75
3279,down,17430,36
3280,down,17431,81
3281,down,17433,44
3282,dry,69304,63
3283,dry,17939,71
3284,dry,65549,45
3285,dry,17930,91
3286,dry,17931,53
3287,dry,17932,91
3288,dry,17933,90
3289,dry,17935,39
3290,dry,17936,29
3291,ear,69306,68
3292,ear,18161,84
3293,ear,65591,83
3294,ear,65590,47
3295,ear,18154,64
3296,ear,18155,40
3297,ear,18156,67
3298,ear,18158,23
3299,earn,18204,88
3300,earn,65594,48
3301,earn,18195,118
3302,earn,18196,30
3303,earn,18197,76
3304,earn,18199,38
3305,earring,18225,41
3306,earring,65595,69
3307,earring,18228,91
3308,earring,18219,87
3309,earring,18220,40
3310,earring,18221,34
3311,elephant,65620,66
3312,elephant,18779,86
3313,elephant,18770,68
3314,elephant,18771,106
3315,elephant,18772,39
3316,elephant,18773,77
3317,elephant,18775,38
3318,english,19239,108
3319,english,65634,73
3320,english,19232,100
3321,english,19233,75
3322,english,19236,44
3323,escape,19563,38
3324,escape,65644,59
3325,escape,19567,100
3326,escape,19557,67
3327,escape,19558,45
3328,escape,19559,44
3329,escape,19560,32
3330,escape,19561,103
3331,expensive,20369,48
3332,expensive,20370,32
3333,expensive,20373,85
3334,expensive,20363,87
3335,expensive,20364,69
3336,expensive,20365,40
3337,expensive,20366,31
3338,expensive,20367,86
3339,explain,20445,95
3340,explain,20435,112
3341,explain,20436,90
3342,explain,20437,43
3343,explain,20438,81
3344,explain,20440,53
3345,explain,20441,56
3346,fast,65689,46
3347,fast,21168,67
3348,fast,21187,80
3349,fast,21169,26
3350,fast,21172,22
3351,fast,65690,72
3352,fast,21175,59
3353,fast,65691,72
3354,fast,21182,33
3355,fight,21710,92
3356,fight,21695,56
3357,fight,21697,74
3358,fight,65711,46
3359,fight,21694,74
3360,fight,21704,47
3361,fight,21706,61
3362,find,69323,90
3363,find,21858,43
3364,find,21859,32
3365,find,21863,80
3366,find,21852,88
3367,find,21853,68
3368,find,21854,38
3369,find,21855,70
3370,fishing,65732,77
3371,fishing,22141,86
3372,fishing,22132,95
3373,fishing,22133,84
3374,fishing,22134,35
3375,fishing,22135,108
3376,floor,22499,46
3377,floor,22502,96
3378,floor,22492,62
3379,floor,22493,73
3380,floor,22494,28
3381,floor,22495,33
3382,fly,65748,74
3383,fly,22643,96
3384,fly,22645,99
3385,fly,22646,96
3386,fly,22627,80
3387,fly,22635,30
3388,fly,22636,29
3389,fly,22640,42
3390,follow,22723,87
3391,follow,65752,69
3392,follow,65751,45
3393,follow,22715,93
3394,follow,22716,44
3395,follow,22717,26
3396,follow,22718,81
3397,follow,22720,40
3398,follow,22721,43
3399,from,69337,89
3400,from,23645,87
3401,from,65785,76
3402,from,23638,120
3403,from,23639,39
3404,from,23640,66
3405,from,23642,44
3406,get,69341,93
3407,get,24447,88
3408,get,65808,70
3409,get,24438,94
3410,get,24439,39
3411,get,24440,103
3412,get,24443,46
3413,happen,26503,79
3414,happen,26494,89
3415,happen,26495,45
3416,happen,26496,50
3417,happen,26497,71
3418,happen,26499,46
3419,hello,27184,92
3420,hello,27172,69
3421,hello,27173,58
3422,hello,27177,31
3423,hit,27596,49
3424,hit,27591,29
3425,hit,27604,65
3426,hit,27592,44
3427,hit,27593,85
3428,hit,27595,41
3429,hospital,28041,54
3430,hospital,28033,69
3431,hospital,28044,73
3432,hospital,28034,86
3433,hospital,28035,32
3434,hospital,28036,106
3435,hospital,28038,79
3436,idea,28655,34
3437,idea,65918,53
3438,idea,28658,81
3439,idea,28648,136
3440,idea,28649,62
3441,idea,28650,29
3442,idea,28651,34
3443,idea,28652,66
3444,important,69376,89
3445,important,29068,36
3446,important,65926,53
3447,important,29065,86
3448,important,29069,95
3449,important,29066,61
3450,important,29071,38
3451,important,29074,83
3452,investigate,30474,69
3453,investigate,30468,148
3454,investigate,30469,116
3455,investigate,30470,33
3456,investigate,30471,36
3457,investigate,30472,84
3458,japan,30937,65
3459,japan,30941,26
3460,japan,30933,93
3461,japan,30946,100
3462,japan,30934,91
3463,japan,30935,38
3464,japan,30936,24
3465,jealous,30978,88
3466,jealous,30979,60
3467,jealous,30983,44
3468,jealous,30984,47
3469,jealous,30985,36
3470,jealous,30988,97
3471,jealous,30974,91
3472,jealous,30975,87
3473,king,65994,70
3474,king,31730,78
3475,king,31740,102
3476,king,31731,58
3477,king,31732,33
3478,king,31733,83
3479,king,31735,40
3480,kitchen,31775,42
3481,kitchen,31776,85
3482,kitchen,31778,49
3483,kitchen,65997,58
3484,kitchen,31785,78
3485,kitchen,31773,50
3486,kitchen,31774,39
3487,large,32203,124
3488,large,32214,98
3489,large,32204,58
3490,large,32205,38
3491,large,32206,34
3492,large,32207,93
3493,large,32209,50
3494,last year,66012,48
3495,last year,32293,93
3496,last year,32282,69
3497,last year,32283,72
3498,last year,32284,28
3499,last year,32285,154
3500,lemon,32820,86
3501,lemon,66030,50
3502,lemon,66031,50
3503,lemon,66032,54
3504,lemon,66033,54
3505,lemon,32812,86
3506,lemon,32813,53
3507,lemon,32814,87
3508,lettuce,66065,51
3509,lettuce,32972,94
3510,lettuce,32963,70
3511,lettuce,32964,61
3512,lettuce,32965,58
3513,lettuce,32966,93
3514,lettuce,32968,33
3515,marry,66104,72
3516,marry,34965,91
3517,marry,34956,64
3518,marry,34957,64
3519,marry,34958,35
3520,marry,34959,100
3521,marry,34961,47
3522,meeting,35534,96
3523,meeting,35525,64
3524,meeting,35526,67
3525,meeting,35527,31
3526,meeting,35528,103
3527,meeting,35530,58
3528,minute,66128,77
3529,minute,36249,29
3530,minute,36251,86
3531,minute,66127,59
3532,minute,36242,65
3533,minute,36243,67
3534,minute,36244,33
3535,minute,36245,87
3536,minute,36248,28
3537,mirror,36266,38
3538,mirror,66129,84
3539,mirror,36269,85
3540,mirror,36260,76
3541,mirror,36261,70
3542,mirror,36262,45
3543,mirror,36263,32
3544,mirror,36264,113
3545,miss,66131,74
3546,miss,36337,89
3547,miss,36342,34
3548,miss,36343,46
3549,miss,36335,108
3550,miss,36350,76
3551,miss,36351,74
3552,miss,36336,43
3553,monkey,66140,74
3554,monkey,36687,94
3555,monkey,36678,64
3556,monkey,36679,78
3557,monkey,36680,28
3558,monkey,36681,91
3559,monkey,36683,54
3560,morning,36866,78
3561,morning,36857,77
3562,morning,36858,80
3563,morning,36859,56
3564,morning,36860,74
3565,morning,36863,47
3566,motorcycle,37001,97
3567,motorcycle,36992,73
3568,motorcycle,36993,81
3569,motorcycle,36994,48
3570,motorcycle,36995,39
3571,motorcycle,36996,74
3572,motorcycle,36998,31
3573,necklace,37851,81
3574,necklace,37852,100
3575,necklace,37853,46
3576,necklace,37854,45
3577,necklace,37855,53
3578,necklace,66162,71
3579,necklace,37859,37
3580,necklace,37864,81
3581,necklace,37850,91
3582,never,38092,87
3583,never,66166,58
3584,never,38084,74
3585,never,38085,64
3586,never,38086,34
3587,never,38087,85
3588,never,38089,36
3589,newspaper,38186,91
3590,newspaper,38178,78
3591,newspaper,38179,112
3592,newspaper,38181,39
3593,night,38345,80
3594,night,38336,78
3595,night,38337,56
3596,night,38338,82
3597,night,38341,39
3598,onion,39853,31
3599,onion,39854,35
3600,onion,39857,87
3601,onion,39847,99
3602,onion,39848,59
3603,onion,39849,35
3604,onion,39850,34
3605,onion,39851,80
3606,people,69426,73
3607,people,41931,83
3608,people,41922,72
3609,people,41923,39
3610,people,41924,118
3611,people,41927,65
3612,pepper,41942,39
3613,pepper,41943,91
3614,pepper,41945,35
3615,pepper,41938,89
3616,pepper,41939,75
3617,pepper,41940,37
3618,pepper,41941,29
3619,phone,42423,68
3620,phone,42434,87
3621,phone,42424,76
3622,phone,42425,66
3623,phone,42428,32
3624,picture,42660,75
3625,picture,42651,101
3626,picture,42652,65
3627,picture,42653,33
3628,picture,42654,96
3629,picture,42656,28
3630,plus,66303,68
3631,plus,43339,89
3632,plus,43349,92
3633,plus,43340,43
3634,plus,43341,36
3635,plus,43342,61
3636,plus,43345,35
3637,point,66304,68
3638,point,43461,86
3639,point,43462,90
3640,point,43444,74
3641,point,43445,33
3642,point,43446,46
3643,point,43447,80
3644,point,43443,100
3645,point,43452,40
3646,poor,43689,86
3647,poor,43679,85
3648,poor,43680,77
3649,poor,43681,33
3650,poor,43682,104
3651,poor,43684,45
3652,possible,43834,44
3653,possible,43835,53
3654,possible,43836,48
3655,possible,66316,62
3656,possible,43839,85
3657,possible,43829,118
3658,possible,43830,83
3659,possible,43833,36
3660,quiet,45762,35
3661,quiet,66365,67
3662,quiet,45757,100
3663,quiet,45767,90
3664,quiet,45758,77
3665,quiet,45759,34
3666,quiet,45760,97
3667,rain,46001,93
3668,rain,66369,66
3669,rain,45993,97
3670,rain,45994,78
3671,rain,45995,28
3672,rain,45996,78
3673,rain,45998,39
3674,ready,46305,79
3675,ready,46288,77
3676,ready,46289,93
3677,ready,46291,34
3678,ready,46292,77
3679,ready,46293,69
3680,ready,46296,44
3681,ready,66374,46
3682,ready,46299,28
3683,ready,46300,42
3684,research,47496,69
3685,research,66393,48
3686,research,47490,176
3687,research,47501,95
3688,research,47492,36
3689,research,47493,34
3690,research,47494,99
3691,scared,49483,22
3692,scared,66432,46
3693,scared,49477,79
3694,scared,49487,100
3695,scared,49478,86
3696,scared,49479,44
3697,scared,49480,79
3698,scared,49482,35
3699,science,49640,103
3700,science,49631,135
3701,science,49632,94
3702,science,49633,83
3703,science,49634,49
3704,science,49635,89
3705,science,49637,79
3706,score,49693,66
3707,score,49694,96
3708,score,49695,85
3709,score,49697,37
3710,score,49699,48
3711,score,49700,48
3712,score,66434,48
3713,score,49691,103
3714,score,49702,40
3715,score,49706,105
3716,score,49692,81
3717,sentence,50414,37
3718,sentence,50415,35
3719,sentence,50420,102
3720,sentence,50408,64
3721,sentence,50409,51
3722,sentence,50410,49
3723,sentence,50411,89
3724,shape,69465,91
3725,shape,50845,88
3726,shape,50835,100
3727,shape,50836,37
3728,shape,50837,84
3729,shape,50838,143
3730,shape,50841,57
3731,sit,51916,52
3732,sit,51927,80
3733,sit,51917,33
3734,sit,51918,92
3735,sit,51919,66
3736,sit,51921,29
3737,slow,52515,90
3738,slow,66508,69
3739,slow,52506,132
3740,slow,52507,75
3741,slow,52508,49
3742,slow,52509,117
3743,slow,52510,95
3744,slow,52512,50
3745,snake,52720,77
3746,snake,66515,59
3747,snake,52711,111
3748,snake,52712,67
3749,snake,52713,35
3750,snake,52714,83
3751,snake,52716,52
3752,soap,52926,88
3753,soap,66522,69
3754,soap,52917,88
3755,soap,52918,69
3756,soap,52919,36
3757,soap,52920,98
3758,soap,52921,35
3759,soda,69482,83
3760,soda,53024,77
3761,soda,53025,41
3762,soda,53026,76
3763,soda,53028,23
3764,soda,53030,87
3765,speech,53700,31
3766,speech,53701,48
3767,speech,53696,138
3768,speech,53706,38
3769,speech,53707,66
3770,speech,53709,89
3771,speech,53710,95
3772,speech,53697,63
3773,speech,53698,37
3774,speech,53699,40
3775,star,54444,59
3776,star,54437,151
3777,star,54447,67
3778,star,54438,82
3779,star,54439,35
3780,star,54440,128
3781,star,54443,64
3782,stink,54828,88
3783,stink,66557,48
3784,stink,66558,75
3785,stink,54820,69
3786,stink,54821,43
3787,stink,54822,43
3788,stink,54823,85
3789,stink,54825,32
3790,struggle,66573,46
3791,struggle,55308,78
3792,struggle,55299,105
3793,struggle,55300,57
3794,struggle,55301,69
3795,struggle,55302,152
3796,struggle,55304,70
3797,stubborn,55321,79
3798,stubborn,66574,44
3799,stubborn,55313,87
3800,stubborn,55314,69
3801,stubborn,55315,37
3802,stubborn,55316,79
3803,stubborn,55318,33
3804,sunset,66581,100
3805,sunset,55854,107
3806,sunset,55864,92
3807,sunset,55855,43
3808,sunset,55856,40
3809,sunset,55857,126
3810,sunset,55859,36
3811,sunset,55860,47
3812,surgery,56089,29
3813,surgery,56081,54
3814,surgery,56082,100
3815,surgery,56083,56
3816,surgery,56084,41
3817,surgery,56085,43
3818,surgery,56086,95
3819,there,57832,33
3820,there,57825,77
3821,there,57826,51
3822,there,57827,26
3823,there,57828,57
3824,there,57829,75
3825,tiger,69510,84
3826,tiger,58452,89
3827,tiger,66643,71
3828,tiger,58444,64
3829,tiger,58445,76
3830,tiger,58446,39
3831,tiger,58447,32
3832,tiger,58448,70
3833,tiger,58450,67
3834,toast,66652,71
3835,toast,58654,84
3836,toast,58655,113
3837,toast,58657,51
3838,toast,58658,63
3839,toast,58649,116
3840,toast,58661,75
3841,toast,58651,37
3842,toast,58652,35
3843,toast,58653,80
3844,toilet,58742,78
3845,toilet,58732,67
3846,toilet,58733,85
3847,toilet,58734,71
3848,toilet,58736,59
3849,tomorrow,66655,60
3850,tomorrow,58814,81
3851,tomorrow,58805,90
3852,tomorrow,58806,77
3853,tomorrow,58807,58
3854,tomorrow,58808,66
3855,tomorrow,58810,29
3856,town,59155,92
3857,town,66661,74
3858,town,59146,195
3859,town,59147,97
3860,town,59148,39
3861,town,59149,36
3862,town,59150,54
3863,town,59151,82
3864,town,59153,45
3865,transfer,59373,44
3866,transfer,66667,58
3867,transfer,59378,76
3868,transfer,59367,119
3869,transfer,59368,55
3870,transfer,59369,37
3871,transfer,59370,37
3872,transfer,59371,78
3873,tree,59555,74
3874,tree,66673,59
3875,tree,59546,89
3876,tree,59547,70
3877,tree,59548,93
3878,tree,59551,37
3879,truck,66677,66
3880,truck,66678,64
3881,truck,59764,69
3882,truck,59774,77
3883,truck,59765,129
3884,truck,59768,42
3885,uncle,60465,95
3886,uncle,60457,95
3887,uncle,60458,100
3888,uncle,60459,30
3889,uncle,60460,78
3890,uncle,60462,50
3891,vacation,61150,92
3892,vacation,66715,42
3893,vacation,61142,74
3894,vacation,61143,73
3895,vacation,61144,81
3896,vacation,61146,39
3897,weather,62642,51
3898,weather,62643,72
3899,weather,62645,50
3900,weather,62646,39
3901,weather,62650,89
3902,weather,62638,120
3903,weather,62639,93
3904,weather,62641,43
3905,weekend,62738,82
3906,weekend,66761,40
3907,weekend,66760,67
3908,weekend,62730,87
3909,weekend,62731,34
3910,weekend,62732,61
3911,weekend,62733,31
3912,weekend,62734,84
3913,weekend,62736,25
3914,accept,65007,49
3915,accept,00593,28
3916,accept,00592,125
3917,accept,00597,128
3918,accept,00594,36
3919,accept,00599,39
3920,accept,00600,29
3921,accept,00603,85
3922,adult,01214,41
3923,adult,65024,71
3924,adult,01206,87
3925,adult,01217,101
3926,adult,01207,85
3927,adult,01208,103
3928,adult,01209,39
3929,after,65030,73
3930,after,01418,106
3931,after,01428,77
3932,after,01419,76
3933,after,01420,44
3934,after,01421,26
3935,after,01422,114
3936,ago,01557,28
3937,ago,01558,34
3938,ago,01560,47
3939,ago,01561,38
3940,ago,01564,81
3941,ago,01552,134
3942,ago,01553,45
3943,ago,01554,98
3944,ago,01556,31
3945,allow,02052,94
3946,allow,65052,59
3947,allow,65053,63
3948,allow,65054,43
3949,allow,02045,67
3950,allow,02046,91
3951,allow,02048,53
3952,allow,02049,43
3953,america,02356,97
3954,america,65064,47
3955,america,02349,167
3956,america,02350,38
3957,america,02351,154
3958,america,02353,65
3959,angel,02548,85
3960,angel,65071,49
3961,angel,02540,71
3962,angel,02541,47
3963,angel,02542,63
3964,angel,02544,35
3965,angel,02545,51
3966,answer,02718,94
3967,answer,65076,49
3968,answer,02710,103
3969,answer,02711,77
3970,answer,02712,29
3971,answer,02713,103
3972,answer,02715,35
3973,any,69212,87
3974,any,65079,63
3975,any,02826,76
3976,any,02828,75
3977,any,02833,79
3978,area,65091,66
3979,area,03240,62
3980,area,03234,85
3981,area,03246,92
3982,area,03235,33
3983,area,03237,43
3984,area,03238,113
3985,art,03486,95
3986,art,65097,71
3987,art,03478,80
3988,art,03479,87
3989,art,03480,40
3990,art,03481,129
3991,art,03484,38
3992,asl,03634,62
3993,asl,03635,77
3994,asl,03638,53
3995,asl,03642,101
3996,aunt,04176,83
3997,aunt,65110,59
3998,aunt,04168,75
3999,aunt,04169,98
4000,aunt,04170,96
4001,aunt,04171,114
4002,aunt,04173,64
4003,awful,65118,51
4004,awful,04424,68
4005,awful,04434,73
4006,awful,04425,103
4007,awful,04426,31
4008,awful,04427,107
4009,awful,04429,50
4010,awful,04430,32
4011,awkward,04446,83
4012,awkward,04437,83
4013,awkward,04438,42
4014,awkward,04439,42
4015,awkward,04440,42
4016,awkward,04441,117
4017,awkward,04443,86
4018,bacon,04687,92
4019,bacon,65124,55
4020,bacon,04679,83
4021,bacon,04680,53
4022,bacon,04681,28
4023,bacon,04682,103
4024,bacon,04684,39
4025,bark,65139,48
4026,bark,05113,64
4027,bark,05114,43
4028,bark,05118,89
4029,bark,05107,78
4030,bark,05108,41
4031,bark,05109,41
4032,bark,05110,103
4033,bedroom,65164,71
4034,bedroom,05661,90
4035,bedroom,05652,96
4036,bedroom,05653,78
4037,bedroom,05654,175
4038,bedroom,05656,56
4039,beer,05712,71
4040,beer,65166,42
4041,beer,05705,71
4042,beer,05715,104
4043,beer,05706,84
4044,beer,05707,60
4045,beer,05708,32
4046,beer,05709,97
4047,belt,05931,74
4048,belt,65173,90
4049,belt,05923,81
4050,belt,05924,83
4051,belt,05925,30
4052,belt,05926,111
4053,belt,05928,45
4054,big,69231,77
4055,big,06199,38
4056,big,06200,50
4057,big,65182,57
4058,big,65183,61
4059,big,06192,95
4060,big,06202,98
4061,big,06193,39
4062,big,06194,101
4063,bitter,06435,31
4064,bitter,06436,28
4065,bitter,06428,65
4066,bitter,06439,84
4067,bitter,06429,58
4068,bitter,06430,103
4069,bitter,06431,76
4070,bitter,06432,67
4071,both,69242,91
4072,both,65233,52
4073,both,07271,77
4074,both,07272,97
4075,both,07274,41
4076,both,07277,94
4077,cake,69256,106
4078,cake,08621,86
4079,cake,65285,62
4080,cake,65286,71
4081,cake,08612,99
4082,cake,08613,26
4083,cake,08614,87
4084,cake,08618,53
4085,california,08676,36
4086,california,08677,52
4087,california,65289,77
4088,california,08680,92
4089,california,08670,73
4090,california,08671,28
4091,california,08672,33
4092,california,08673,34
4093,california,08674,60
4094,canada,08849,88
4095,canada,65295,63
4096,canada,08841,79
4097,canada,08842,93
4098,canada,08843,36
4099,canada,08844,104
4100,canada,08846,33
4101,carrot,69259,94
4102,carrot,65308,68
4103,carrot,09311,103
4104,carrot,09305,72
4105,carrot,09306,81
4106,carrot,09307,49
4107,carrot,09308,37
4108,carrot,09309,79
4109,carrot,09310,52
4110,cause,09580,94
4111,cause,65319,69
4112,cause,09572,66
4113,cause,09573,25
4114,cause,09574,92
4115,cause,09576,55
4116,challenge,09900,81
4117,challenge,65329,59
4118,challenge,09892,127
4119,challenge,09893,38
4120,challenge,09894,85
4121,challenge,09896,50
4122,cheap,65340,59
4123,cheap,10144,99
4124,cheap,10135,56
4125,cheap,10136,80
4126,cheap,10137,34
4127,cheap,10138,81
4128,cheap,10141,31
4129,chocolate,10587,86
4130,chocolate,65354,64
4131,chocolate,10579,118
4132,chocolate,10580,66
4133,chocolate,10581,97
4134,chocolate,10583,60
4135,clean,11042,84
4136,clean,65365,73
4137,clean,11034,73
4138,clean,11035,43
4139,clean,11036,79
4140,clean,11037,112
4141,clean,11040,28
4142,cloud,11364,48
4143,cloud,11365,113
4144,cloud,11357,187
4145,cloud,11358,75
4146,cloud,11359,56
4147,cloud,11360,35
4148,cloud,11361,54
4149,cloud,11362,113
4150,compare,12122,94
4151,compare,65386,68
4152,compare,12113,78
4153,compare,12114,74
4154,compare,12115,50
4155,compare,12116,91
4156,compare,12118,49
4157,complex,12231,94
4158,complex,65388,79
4159,complex,65389,77
4160,complex,12223,140
4161,complex,12225,34
4162,complex,12226,82
4163,complex,12228,42
4164,contact,12879,90
4165,contact,12871,67
4166,contact,12872,86
4167,contact,12873,32
4168,contact,12874,92
4169,contact,12876,45
4170,contact,12877,55
4171,continue,12977,80
4172,continue,12968,85
4173,continue,12969,78
4174,continue,12970,36
4175,continue,12971,86
4176,continue,12973,29
4177,corner,13320,76
4178,corner,65407,78
4179,corner,13312,67
4180,corner,13313,99
4181,corner,13316,55
4182,correct,13358,74
4183,correct,65410,83
4184,correct,13359,73
4185,correct,13350,86
4186,correct,13351,30
4187,correct,13352,68
4188,correct,13354,50
4189,correct,13355,39
4190,correct,13356,43
4191,curse,14385,85
4192,curse,14375,90
4193,curse,14376,81
4194,curse,14378,36
4195,curse,14379,28
4196,curse,14380,31
4197,dead,14835,67
4198,dead,14845,90
4199,dead,14836,57
4200,dead,14837,64
4201,dead,14839,36
4202,demand,15430,94
4203,demand,65458,46
4204,demand,15422,123
4205,demand,15423,101
4206,demand,15424,35
4207,demand,15425,40
4208,demand,15426,70
4209,demand,15428,39
4210,depend,15610,89
4211,depend,65465,57
4212,depend,15601,72
4213,depend,15602,50
4214,depend,15603,80
4215,depend,15606,59
4216,depend,15607,48
4217,desert,65467,72
4218,desert,15728,55
4219,desert,15721,80
4220,desert,15732,94
4221,desert,15723,95
4222,desert,15724,91
4223,desert,15725,98
4224,desk,15781,84
4225,desk,15772,73
4226,desk,15773,56
4227,desk,15774,39
4228,desk,15775,61
4229,desk,15776,40
4230,develop,15941,91
4231,develop,65472,69
4232,develop,65473,53
4233,develop,15933,158
4234,develop,15934,100
4235,develop,15935,28
4236,develop,15936,84
4237,develop,15938,39
4238,dictionary,16131,52
4239,dictionary,16134,91
4240,dictionary,16124,123
4241,dictionary,16125,108
4242,dictionary,16126,68
4243,dictionary,16127,81
4244,doll,69299,86
4245,doll,17153,90
4246,doll,65510,49
4247,doll,17144,100
4248,doll,17145,76
4249,doll,17146,84
4250,doll,17149,40
4251,duty,65554,46
4252,duty,18058,64
4253,duty,18068,97
4254,duty,18059,86
4255,duty,18061,23
4256,easter,18275,24
4257,easter,18276,72
4258,easter,18279,47
4259,easter,18280,44
4260,easter,65599,85
4261,easter,18272,71
4262,easter,18273,52
4263,egypt,18528,47
4264,egypt,65609,90
4265,egypt,18532,84
4266,egypt,18522,92
4267,egypt,18523,48
4268,egypt,18524,28
4269,egypt,18526,97
4270,elevator,18796,59
4271,elevator,65621,53
4272,elevator,18788,73
4273,elevator,18801,94
4274,elevator,18790,82
4275,elevator,18791,73
4276,email,18873,26
